
id,company_name,title,category,description,location,min_salary,max_salary,skills,employment_type,work_type,commission_fee,commission_type,no_of_openings,status,hiring_need,created_at,updated_at,posted_by,assigned_to,shift_timings,language,min_experience,min_age,qualification,max_experience,max_age,location_link,tenure_in_days,street,area,city,pincode,keywords,company_id,company_logo_url,salary_mode,currency
6be06f36-be8c-42de-adac-e5f25a221937,"Earlyjobs","HR Recruiter Intern- Remote","Information Technology","Job role and responsibility: - Utilize various sourcing methods, including job portals, social media, professional networks, and referrals, to attract a diverse pool of candidates.• Build and maintain a candidate pipeline for current and future job openings.• Review resumes and applications to assess qualifications and match them with job requirements.• Conduct telephonic interviews to evaluate candidates' skills, experience, and cultural fit.• Schedule and coordinate interviews with candidates and hiring managers.• Provide candidates with information about the company and job details.• Check references and perform background checks on selected candidates.• Collaborate with hiring managers to make informed hiring decisions.• Extend job offers and negotiate terms of employment with selected candidates.• Ensure a positive candidate experience throughout the recruitment process.• Provide timely feedback to candidates on their application status.• Maintain accurate records of all recruitment activities, including candidate interactions, interviews, and offers.• Ensure compliance with all relevant employment laws and regulations.• Collaborate with HR and hiring managers to develop and refine the organization's talent acquisition strategy.Timing:- 9AM to 6PMAge:- Above 18Qualification- Minimum Pursuing GraduationInternship Duration- Minimum 3 Months & Maximum 6 MonthsOverall, participating in an HR recruiter internship will be a valuable investment in your future career,providing opportunities for learning, growth, and professional development. At our company forHuman Resources (HR) recruiter interns, we offer a range of benefits, both personally andprofessionally. Here are some of the advantages:• Hands-On Experience.• Networking Opportunities.• Skill Development.• Resume Enhancement.• Exploration of Career Path.• Feedback and Evaluation.• Potential Job Offers.• Personal Growth.• Exposure to Industry Trends.• Contributing to the Organization.Stipend upon successful joining's:-0 to 7 - Nil8 to 12 - 3000 INR13 to 15- 5000 INR16 to 18- 7500 INR19 or above- 10000 INR and Best Performer AwardsNote:- Any interns should not ask for any money from any candidates.","HustleHub, 53,, 5th Cross Rd, near Sony World Signal,, Koramangala, 560034",0,10000,"Basic Computer Knowledge","Internship","Remote",0,"Percentage",100,"Open","Immediate","2024-12-30T14:10:59.000Z","2025-04-12T07:04:31.000Z","info@victaman.com",,"Day Shifts","English",0,18,"12th",0,35,,,0,"HustleHub, 53,","5th Cross Rd, near Sony World Signal,","Koramangala","560034","HR recruiter internship opportunities, Human resources internship with stipend, HR recruitment training programs, Talent acquisition internship roles, Entry-level HR recruiter positions, Remote HR recruiter internship, Part-time HR recruiter internship, HR recruiter skills development, Graduate internship in HR, HR internship with hands-on experience, Stipend-based HR internships 2024, HR recruiting job roles for freshers, How to become an HR recruiter intern, HR internship benefits and growth, Internship for HR graduates, Candidate sourcing techniques internship, HR recruiter resume enhancement, Professional networking HR internships, Best HR recruiter internship programs, Career path for HR recruiter interns","5a0c682d-0fa5-4ec6-8305-53ac167c1bf6","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/earlyjobs.png-1726641389273","Monthly",",INR"
a45a70a0-6fb8-4d76-bd8a-8595f21e69a0,"ATHENA BPO PRIVATE LIMITED","Domestic BPO Agent","BPO","Join our growing team of customer service experts!Are you a people person with a knack for problem-solving? Do you thrive in a fast-paced environment and enjoy the challenge of exceeding expectations? If so, we have the perfect opportunity for you!As a Domestic BPO Agent, you'll play a crucial role in providing exceptional customer service to clients across various industries. You'll be responsible for handling a variety of customer inquiries, from simple questions to complex issues, through various channels including phone calls, emails, and live chat.Key Responsibilities:Customer Interaction: Efficiently handle inbound and outbound customer calls, emails, and chat inquiries.Issue Resolution: Quickly identify and resolve customer issues, ensuring a positive customer experience.Relationship Building: Foster strong customer relationships through empathetic and effective communication.Process Adherence: Strictly adhere to company policies and procedures to maintain quality standards.Performance Excellence: Consistently meet and exceed performance metrics, including call volume, resolution time, and customer satisfaction.Teamwork: Collaborate effectively with team members to achieve shared goals.What We're Looking For:Excellent Communication Skills: Strong verbal and written communication skills in English, Hindi, and at least one regional language.Technical Proficiency: Basic computer skills, including proficiency in MS Office.Problem-Solving Abilities: A keen eye for detail and a knack for finding solutions to complex problems.Adaptability: The ability to thrive in a dynamic and fast-paced environment.Positive Attitude: A positive and can-do attitude.What We Offer:Competitive Compensation: A competitive salary package.Growth Opportunities: Opportunities for career advancement and professional development.Flexible Work Shifts: Flexible work schedules to accommodate your lifestyle.Supportive Culture: A supportive and inclusive work environment.How to Apply:If you're passionate about customer service and ready to take on a challenging and rewarding role, we encourage you to apply. Please submit your resume along with your SSLC mark sheet, PAN Card, Aadhar Card, and 4 passport-sized photos.","#7,17th cross, KR Road BSK, 2nd Stage, Near Smart Point, Banashankari, Bangalore, 560070",15600,17000,"Tele-Sales","Permanent Employment (Full-time)","On Site",3000,"Fixed",200,"Open","Immediate","2024-11-16T08:10:59.000Z","2024-11-16T08:10:59.000Z","info@victaman.com",,"Day Shifts","English, Hindi",0,18,"12th",0,30,"https://maps.google.com/maps?q=12.9281381%2C77.5716036&z=17&hl=en",59,"#7,17th cross, KR Road BSK, 2nd Stage, Near Smart Point","Banashankari","Bangalore","560070","BPO jobs, Call center jobs, Customer service jobs, Telecaller jobs, Telemarketing jobs, Domestic BPO, BPO agent, Call center agent, Customer service agent, Telecaller, Telemarketer, Hindi BPO jobs, English BPO jobs, Regional language BPO jobs, Telecom BPO, Tele-sales BPO, Kitchen appliance BPO, Home appliance BPO, BPO jobs in [City Name], BPO jobs in karnataka, BPO jobs in India","d7d21af7-eaaf-42f9-8877-3972d4f4876d","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/athena-logo.jpg-173174399392 8","Monthly",",INR"
8e3fdb95-3acc-4faa-9391-cd42649d70cc,"Flive Consulting Private Limited","Operations and Strategy Lead","ITES","Job Title: Operations and Strategy LeadLocation: South Delhi About the Company:At Unstop, our mission is to help talent meet opportunities by providing a platform where individuals can unlock their full potential. We are committed to creating the largest community of employable talent in the world and empowering early career professionals to achieve their goals.Role Overview:As an Operations and Strategy Lead, you will be responsible for driving key strategic initiatives, leading cross-functional teams, and optimizing operational efficiency. You will work closely with internal stakeholders to enhance processes, identify growth opportunities, and contribute to the overall strategic direction of the organization. This role requires a mix of operational expertise, analytical thinking, and leadership skills to ensure the seamless execution of projects and strategic goals.Key Responsibilities:Lead and manage day-to-day operations across multiple verticals including Moderations, Acquisition Calls, Retention Calls, and Customer Success Management (CSM) calls.Develop and execute a comprehensive rescue management plan to streamline processes and improve team efficiency.Collaborate with project managers and stakeholders to define project objectives, timelines, and deliverables.Oversee the implementation and optimization of tools like Freshsales for operations management and ensure smooth integration of systems and workflows.Lead the planning and execution of key strategic initiatives such as integrating Unstop's jobs board with ATS platforms through API integrations.Monitor and analyze performance data from newsletters, job listings, and platform activities to identify areas for improvement and new growth opportunities.Lead a team of associates, providing mentorship, defining key result areas (KRA), and ensuring team members are aligned with operational goals.Manage financial planning, including budgeting and forecasting for upcoming projects and strategic initiatives.Collaborate with external partners and teams on recruitment, hiring, and onboarding processes for new team members.Required Skills:Strong leadership and team management capabilities, with experience in handling cross-functional teams.Proficiency in operational planning, process management, and optimization.Analytical skills to interpret data and derive actionable insights for business growth.Excellent project management skills, with the ability to manage multiple initiatives simultaneously.Experience in financial planning, budgeting, and managing resources effectively.Technical aptitude to oversee integrations and software tools for operational efficiency (experience with platforms like Freshsales and ATS integrations is a plus).Strong communication and interpersonal skills to work with various internal and external stakeholders.A proactive problem-solver with a strategic mindset and a hands-on approach to executing business goals.Qualifications:Bachelor's degree in Business, Operations, Management, or a related field.5+ years of experience in operations management, strategic planning, or a similar role.Prior experience with project management and process optimization.Familiarity with recruitment platforms and job board management is an added advantage.","Bhikaji Cama Place, RK Puram, New Delhi, 110070",149997,120000,"Communication, MS Office, Marketing, Sales, Basic Computer Knowledge","Permanent Employment (Full-time)","On Site",10000,"Fixed",1,"Open","Immediate","2024-10-25T12:22:14.000Z","2024-10-25T12:22:14.000Z","info@victaman.com",,"Morning Shifts","Hindi, English",5,25,"Graduation (10 + 2 + 3)",7,41,"https://www.google.com/maps/dir//Unstop/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x390d1d0a9e d8ed1f:0x2bb8de85cc947bad?sa=X&ved=1t:3061&ictx=111",10,"Bhikaji Cama Place ","RK Puram ","New Delhi","110070","","TBG",,"Yearly",",INR"
42184166-4cf4-44a9-ae20-85f5dff14ed2,"Alliance Telecom Solutions","Telecaller in Pune","BPO","We are seeking enthusiastic and motivated Telecallers to join our team in Pune. In this role, you will be responsible for reaching out to potential customers, promoting our products and services, and assisting with inquiries. This is a fantastic opportunity for individuals who are passionate about sales and customer interaction.Key Responsibilities:Make outbound calls to potential clients, providing information about our offerings.Handle customer queries and deliver accurate information.Maintain a database of leads and follow up as necessary.Achieve daily and weekly targets for calls and conversions.Collaborate with team members to enhance the overall customer experience.Requirements:Proficiency in Tamil, Telugu, or Malayalam is essential.Age: 18 to 30 years.Strong communication and interpersonal skills.Basic knowledge of MS Office.Previous experience in telecalling or sales is a plus but not mandatory.Benefits:Competitive salary with performance incentives.A friendly work environment with opportunities for growth.Comprehensive training provided.If you meet these qualifications and are ready to take the next step in your career, we encourage you to apply! Join us and be a part of our dynamic team!","no-9, 2nd floor,BA-Hub commercial complex, Baif Road, Wagholi, Pune, 412207",12000,15000,"Computer","Permanent Employment (Full-time)","On Site",4000,"Fixed",10,"Open","Immediate","2024-09-25T06:14:28.000Z","2024-09-25T06:14:28.000Z","info@victaman.com",,"Day Shifts","Malayalam, Telugu, Tamil",0,18,"12th",4,30,"https://www.google.com/maps?q=18.573314,73.9787339",45,"no-9, 2nd floor,BA-Hub commercial complex, Baif Road","Wagholi","Pune","412207","Telecaller jobs in Pune, Tamil telecaller jobs, Telugu telecaller openings, Malayalam telecaller vacancies, Telecalling jobs for freshers, Customer service jobs Pune, Outbound calling jobs, Sales telecaller positions, Part-time telecaller jobs, Full-time telecaller roles, Telecaller salary in Pune, Telecaller job description, Bilingual telecaller jobs, Communication jobs in Pune, Call center jobs Tamil, Call center jobs Telugu, Call center jobs Malayalam, Entry-level telecaller jobs, Telecaller work from home, Immediate hiring telecaller, Telecaller job openings, Telecaller job with training, Pune jobs for 18-30 age group, Sales jobs in Pune, Telecalling career opportunities, Job vacancies for telecallers, Telecaller recruitment Pune, Apply for telecaller jobs, Job alerts for telecallers, Customer support jobs Pune.","b7d1065c-2698-4a1c-ba04-9973973e8aa4","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/Untitled.png-1727244023991","Monthly",",INR"
9f455798-ba0d-46c0-a33c-c2f9937dd5cb," iSON Xperiences","Telesales Executive","BPO","ISONXPERIENCES is seeking a motivated Telesales Executive to join our dynamic team. In this pivotal role, you will engage potential clients to promote and sell our car insurance services through Acko, ensuring exceptional customer experiences. As part of our team, you will have the opportunity to make a significant impact while developing your sales skills.Key Responsibilities:Conduct outbound calls to prospective customers.Effectively communicate product benefits and address customer inquiries.Meet or exceed sales targets and performance metrics.Maintain accurate records of customer interactions and sales activities.Qualifications:Graduate or undergraduate candidates are welcome to apply.Minimum of 1 year of experience in a sales department.Strong communication skills in English, Hindi, and any South Indian language.Work Details:6 days of working with rotational week-offs.Shift: 10 AM to 7 PM (9-hour workday).Work location: HSR Layout, 2nd Floor.Virtual interviews will be conducted.Compensation:Salary: ₹25,000 CTC.We encourage only immediate joiners to apply. Join us and take your sales career to new heights in a supportive and engaging environment!","Hustlehub Tech Park, Somasundarapalya Main Rd, 2nd Sector, ITI Layout, HSR Layout, Bengaluru, 560102",20000,25000,"Excel","Permanent Employment (Full-time)","On Site",5000,"Fixed",50,"Open","Immediate","2024-09-21T04:40:28.000Z","2024-11-16T08:03:08.000Z","info@victaman.com",,"Day Shifts","English, Hindi",0,18,"Graduation (10 + 2 + 3)",3,30,"https://maps.google.com/maps?q=12.9364558%2C77.6267359&z=17&hl=en",60,"Hustlehub Tech Park, Somasundarapalya Main Rd, 2nd Sector, ITI Layout","HSR Layout","Bengaluru","560102","Telesales jobs, Car insurance sales, Acko sales executive, HSR Layout jobs, Telesales executive hiring, Work from office jobs, Sales jobs in India, Insurance sales careers, Telesales opportunities, Graduate sales positions, Telesales with rotational week off, Customer service sales, Hindi speaking jobs, English Telesales roles, South Indian language jobs, Entry-level telesales, Sales department jobs, 9-hour workday jobs, 25k CTC jobs, Telesales experience, Virtual interview jobs, Outbound sales jobs, Telesales executive roles, Insurance industry careers, Sales targets, Customer engagement roles, Communication skills jobs, Telemarketing positions, Sales career growth, Telesales job vacancies.","7ff5ea9a-a1cc-4574-9c47-144ff4608967","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/ison.jpg-1731744037757","Monthly",",INR"
34432338-d2c5-41aa-8bd8-2c694e421af7,"Goformeet","Business Development Executive","Information Technology","About Goformeet:Goformeet is a dynamic platform that enables professionals to monetize their expertise by offering paid consultations, mentoring, and advice. We help connect users with experts across various domains, making knowledge accessible and valuable.Job Overview:We are looking for an energetic and self-driven Business Development Executive (BDE) with 1-2 years of experience to join our team. As a BDE, you will play a crucial role in identifying new business opportunities, building relationships with potential clients, and driving the growth of our platform.Key Responsibilities:Identify and target potential customers, businesses, and markets for Goformeet.Build and maintain strong relationships with clients, understanding their needs and offering tailored solutions.Conduct market research to identify trends, competition, and potential areas for expansion.Generate leads through various channels, including cold calling, networking, and social media outreach.Present Goformeet's services and offerings to prospective clients, effectively communicating our value proposition.Collaborate with marketing and product teams to ensure alignment of goals and strategies.Meet and exceed sales targets and KPIs.Prepare and present reports on business development activities and results.Requirements:Master's degree in business, marketing, or a related field.1-2 years of experience in business development, sales, or a similar role.Excellent communication and presentation skills.Strong interpersonal skills with the ability to build and maintain relationships.Self-motivated and goal-oriented, with a passion for sales and growth.Ability to thrive in a fast-paced, target-driven environment.Familiarity with digital platforms and social media is a plus.What We Offer:Competitive salary and performance-based incentives.Opportunity to work in a fast-growing startup environment.Career development and growth opportunities.A supportive and collaborative team culture.","HustleHub, 53, 5th Cross Rd, near Sony World Signal, Koramangala, Bengaluru, 560077",18000,25000,"Communication, Sales","Permanent Employment (Full-time)","On Site",3000,"Fixed",1,"Open","Immediate","2024-09-19T10:20:30.000Z","2024-10-08T09:13:18.000Z","info@victaman.com",,"Day Shifts","English, Hindi",1,22,"Post Graduation",2,30,"https://maps.app.goo.gl/ZfqWo77zEoSNBafg9",60,"HustleHub, 53, 5th Cross Rd, near Sony World Signal","Koramangala","Bengaluru","560077","Business Development Executive, Lead Generation, Client Acquisition, Market Research, Cold Calling, Social Media Outreach, Sales Targets, Client Relationship Management, Business Development Strategy, Digital Platforms, Networking Skills, Presentation Skills, Startup Environment, Product Teams, Value Proposition, Marketing Strategy, Customer Acquisition, Growth-Oriented, Sales and Marketing, Interpersonal Skills","020f467a-f0fc-4b3c-a8bf-822218496858","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/gfm.png-1720758454906","Monthly",",INR"
e30d764b-2ac0-4c82-b160-a648ce7487f2,"Goformeet","Mobile App Tester - Intern","Information Technology","Duration: 3-6 monthsJob Overview:We are looking for a highly motivated Mobile App Tester Intern to join our team. This internship offers a great opportunity to gain hands-on experience in testing mobile applications on different platforms. You will work closely with the development and product teams to ensure that our apps run smoothly, are free of bugs, and provide an excellent user experience.Key Responsibilities:Test mobile applications on iOS and Android platforms for functionality, performance, and usability.Identify, document, and report bugs, errors, and defects using testing tools and bug tracking systems.Perform manual testing of mobile applications.Assist in the creation and execution of test plans, test cases, and testing scripts.Provide feedback to developers and product teams on application performance and usability.Collaborate with the development team to troubleshoot and debug issues.Ensure apps comply with industry standards and best practices.Assist in regression testing during app updates and releases.Qualifications:Currently pursuing or recently completed a degree in Computer Science, Software Engineering, or a related field.Basic understanding of mobile operating systems (iOS and Android).Familiarity with software testing concepts, methodologies, and tools.Strong attention to detail with a focus on identifying inconsistencies and bugs.Good problem-solving skills and ability to troubleshoot technical issues.Strong communication skills, both written and verbal.Ability to work independently and as part of a team.Nice to Have:Basic knowledge of programming languages (Dart, Java, Swift, Kotlin) is a plus.Understanding of Agile development processes.What You'll Gain:Practical experience in mobile app testing and quality assurance.Exposure to working in an Agile team environment.Opportunities to learn about automation testing and mobile app development.Mentorship from experienced developers and testers.Compensation: Unpaid","HustleHub, 53, 5th Cross Rd, near Sony World Signal, Koramangala, Bengaluru, 560034",0,3000,"Mobile App Testing","Internship","Remote",0,"Fixed",2,"Open","Immediate","2024-09-19T06:37:49.000Z","2024-12-29T04:02:41.000Z","info@victaman.com",,"Day Shifts","English",0,20,"Graduation (10 + 2 + 3)",1,30,"https://maps.app.goo.gl/FTdfMbPcxFzkqaGc7",60,"HustleHub, 53, 5th Cross Rd, near Sony World Signal","Koramangala","Bengaluru","560034","mobile app testing, iOS app tester, Android app testing, app bug tracking, manual app testing, automated app testing, mobile testing tools, software testing intern, mobile application tester, app performance testing, quality assurance intern, app functionality testing, app usability testing, test case execution, app debugging skills, mobile operating systems, app development testing, software testing methodologies, mobile app QA, regression testing intern.","020f467a-f0fc-4b3c-a8bf-822218496858","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/gfm.png-1720758454906","Monthly",",INR"
51edfe36-8e14-4477-aff7-3abf727c3237,"Goformeet","Event Management Intern","Information Technology","The hired interns will be responsible for B2B lead generations by reaching out to college in their cities/area for our upcoming event.More details about what you will be expected to do-★B2B lead generation and school outreach★Driving student registrations from schools★Spreading awareness in personal network and social channels★Secondary research★Time commitment of 3-4 hours between Monday and SaturdayWhat's in it for you ?★Certificate of Completion★Letter of recommendation to top 5 interns★Preference for future work★Opportunities with Goformeet★Attractive fixed Stipend★Healthy, attractive and easy-to-achieve Incentive StructureSkills: marketing,b2b marketing,b2b sales","53, HustleHub, 5th Cross Rd, near Sony World Signal, 4th Block, Koramangala, Bengaluru, 560034",3000,5000,"Communication","Internship","On Site",0,"Fixed",10,"Open","Immediate","2024-09-19T03:27:27.000Z","2024-09-19T03:27:44.000Z","info@victaman.com",,"Day Shifts","Hindi, English",0,18,"Post Graduation",1,30,"https://maps.google.com/maps?q=12.9364558%2C77.6267359&z=17&hl=en",0,"53, HustleHub, 5th Cross Rd, near Sony World Signal, 4th Block","Koramangala","Bengaluru","560034","B2B Lead Generation, School Outreach, Event Promotion, Student Registrations, Marketing Internship, College Engagement, Networking Opportunities, Social Media Awareness, Secondary Research, Outreach Strategy, Lead Generation Techniques, Student Recruitment, Community Engagement, Marketing Skills, B2B Marketing, B2B Sales, Sales Outreach, Event Coordination, Internship Certificate, Letter of Recommendation, Future Work Opportunities, Fixed Stipend, Incentive Structure, Communication Skills, Marketing Strategy, Team Collaboration, Target Audience Research, Personal Network Promotion, Career Development, Goformeet Opportunities.","020f467a-f0fc-4b3c-a8bf-822218496858","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/gfm.png-1720758454906","Monthly",",INR"
6e28ec32-a36e-4f5c-bdf8-c58e87313fce,"Goformeet","Influencer Marketing Intern","Information Technology","By joining us, you'll be part of a team that's shaping the future of meetings in India. You'll have the opportunity to:1. Learn from founders who have built and scaled successful startups2. Work on challenging problems that require innovative solutions3. Take ownership of your work and make a real impact on our growth and success4. Be part of a culture that values inclusivity, recognizes talent, and promotes teamwork5. Enjoy building something from scratch and seeing your ideas come to lifeIf you're excited about the opportunity to join a fast-growing startup and be part of a team that's changing the game, we'd love to hear from you! As an 'Influencer Marketing' intern at Goformeet, you will have the exciting opportunity to work with influencers while gaining hands-on experience in project management.Duration: 3 monthsStipend: 5,000 per monthSelected intern's day-to-day responsibilities include:Influencer Research: Research and identify relevant influencers, analysing their audience demographics, engagement rates, and content quality.Influencer Partnerships: Build and maintain strong relationships with influencers, identifying and collaborating with key partners to amplify our brand message.Campaign Execution: Develop and execute influencer marketing campaigns that drive brand awareness, engagement, and conversions.Brand Advocacy: Foster brand advocacy by encouraging influencers to share their authentic experiences with our brand, products, or services.Content Research: Conduct research to stay up-to-date on industry trends, content formats, and platform changes, ensuring our influencer marketing strategies remain effective and innovative.If you are a detail-oriented individual with a passion for influencer marketing and project management, this internship is perfect for you. Join us at Goformeet and take your career to the next level!","53, HustleHub, 5th Cross Rd, near Sony World Signal, 4th Block, Koramangala, Bengaluru, 560034",5000,8000,"Communication","Internship","On Site",0,"Fixed",5,"Open","Immediate","2024-09-19T03:16:42.000Z","2024-09-19T03:16:42.000Z","info@victaman.com",,"Day Shifts","English",0,22,"Post Graduation",1,30,"https://maps.google.com/maps?q=12.9364558%2C77.6267359&z=17&hl=en",0,"53, HustleHub, 5th Cross Rd, near Sony World Signal, 4th Block","Koramangala","Bengaluru","560034","Influencer Marketing Intern, Influencer Research, Social Media Marketing, Digital Marketing Internship, Project Management Internship, Brand Partnerships, Influencer Engagement, Marketing Campaigns, Content Strategy, Audience Analysis, Brand Advocacy, Marketing Trends, Startup Internship, Creative Marketing, Social Media Strategy, Engagement Metrics, Content Creation, Digital Brand Promotion, Influencer Collaboration, Market Research, Trend Analysis, Campaign Execution, Brand Awareness, Influencer Outreach, Team Collaboration, Marketing Analytics, Content Development, Emerging Trends, Innovative Marketing Solutions, Startup Culture.","020f467a-f0fc-4b3c-a8bf-822218496858","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/gfm.png-1720758454906","Monthly",",INR"
88e3d50d-e4b5-482b-aa2f-c88c95beeccb,"Goformeet","Social Media Manager Intern","Information Technology","About Goformeet:Goformeet is a platform that helps professionals monetize their time and expertise by offering paid consultations and meetings. We empower individuals to turn their knowledge into income, providing users with the ability to connect with experts in various fields, such as finance, legal, career coaching, and more.Position Overview:Goformeet is looking for a creative and dynamic Social Media Manager Intern to join our team. As a Social Media Manager Intern, you will play a key role in growing our online presence, engaging with our community, and driving awareness of our platform. You will work closely with the marketing team to develop content strategies, create compelling posts, and analyze performance metrics across multiple social media channels.Key Responsibilities:Assist in developing and executing a social media strategy to increase brand awareness and engagement.Create, schedule, and publish high-quality content (posts, stories, reels) for platforms like Instagram, LinkedIn, Twitter, and Facebook.Monitor social media trends, competitors, and industry news to inform content strategies.Engage with the online community by responding to comments, messages, and queries in a timely and professional manner.Collaborate with the design team to create visually appealing graphics, images, and videos.Analyze performance metrics (engagement, reach, conversions) and provide regular reports with actionable insights.Support the marketing team in launching social media campaigns, contests, and influencer partnerships.Research and recommend new social media tools, trends, and strategies to improve performance.Skills & Qualifications:Pursuing a degree in Marketing, Communications, Journalism, or a related field.Strong understanding of social media platforms (Instagram, LinkedIn, Twitter, Facebook, YouTube).Excellent writing, editing, and communication skills.Creative mindset with a passion for storytelling and brand building.Ability to multitask, work independently, and meet deadlines.Basic knowledge of social media analytics tools (e.g., Hootsuite, Buffer) and design tools (e.g., Canva, Adobe Creative Suite) is a plus.What You Will Gain:Hands-on experience managing social media for a growing platform.Opportunity to develop your skills in content creation, community management, and digital marketing.Networking opportunities with industry professionals.A chance to contribute to a meaningful project that empowers professionals to monetize their expertise.Duration: 3-6 monthsStipend: 8000 - 10000, with potential for a paid position or full-time offer based on performance.","HustleHub, 53, 5th Cross Rd, near Sony World Signal, 4th Block, Koramangala, Bengaluru, 560034",8000,10000,"Digital Marketing, Social Media Marketing, Marketing","Internship","On Site",0,"Percentage",2,"Open","Immediate","2024-09-18T11:01:07.000Z","2024-09-18T11:01:07.000Z","info@victaman.com",,"Day Shifts","English",0,20,"Graduation (10 + 2 + 3)",2,30,"https://maps.app.goo.gl/FTdfMbPcxFzkqaGc7",60,"HustleHub, 53, 5th Cross Rd, near Sony World Signal","4th Block, Koramangala","Bengaluru","560034","social media intern, marketing internship, social media manager intern, digital marketing intern, content creation internship, social media strategy intern, social media job, social media management intern, marketing intern role, social media career, content marketing intern, social media campaigns intern, community management intern, social media analytics intern, social media engagement intern, influencer marketing internship, brand awareness intern, online marketing intern, social media content intern, digital marketing job","020f467a-f0fc-4b3c-a8bf-822218496858","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/gfm.png-1720758454906","Monthly",",INR"
2c033f38-4b22-4ca8-bf28-44bca28d622c,"Earlyjobs","Intern - Executive Assistant to the CEO","Information Technology","Reporting directly to the CEO, the Intern - Executive Assistant provides executive support in a one-on-one working relationship. The Intern - Executive Assistant serves as the primary point of contact for internal and external constituencies on all matters pertaining to CEO. The intern- Executive Assistant also serves as a liaison to the senior members; organizes and coordinates executive outreach and external relations efforts; and oversees special projects. The Intern- Executive Assistant must be creative and enjoy working within a small, entrepreneurial environment that is mission-driven, results-driven and community oriented.The ideal individual will have the ability to exercise good judgment in a variety of situations, with strong written and verbal communication, administrative, and organizational skills, and the ability to maintain a realistic balance among multiple priorities. The Intern- Executive Assistant will have the ability to work independently on projects, from conception to completion, and must be able to work under pressure at times to handle a wide variety of activities and confidential matters with discretion.• Completes a broad variety of administrative tasks for the CEO including: managing an extremely active calendar of appointments.• Plans, coordinates and ensures the CEO's schedule is followed and respected. Provides ""gatekeeper"" and ""gateway"" role, creating win-win situations for direct access to the CEO's time.• Communicates directly, and on behalf of the CEO.• Researches, prioritizes, and follows up on incoming issues and concerns addressed, including those of a sensitive or confidential nature. Determines appropriate course of action, referral, or response.• Provides a bridge for smooth communication between the CEO and internal departments; demonstrating leadership to maintain credibility, trust and support with senior management staff.• Works closely and effectively with the CEO to keep him/her well informed of upcoming commitments and responsibilities, following up appropriately. Acts as a ""barometer,"" having a sense for the issues taking place in the environment and keeping him updated.• Successfully completes critical aspects of deliverables with a hands-on approach, including drafting acknowledgement letters, personal correspondence, and other tasks that facilitate the CEO's ability to effectively lead the company.• Prioritizes conflicting needs; handles matters expeditiously, proactively, and follows-through on projects to successful completion, often with deadline pressures.Qualifications• Have done master degree Studying for Master's degree• Sound business judgment, including the ability to handle sensitive and highly confidential information• Ability to deal effectively with individuals at all levels• Professional temperament, including the ability to remain calm under difficult circumstances• Proven time management skills, with an ability to effectively establish and execute priorities in a dynamic and changing environment• Proficient in Microsoft Office (G-suite, Word, Excel, and Power Point), Adobe Acrobat, and Social Media web platforms.The position would be and internship for 3 months, paid and it would be work from office.Additional Information• Few additional but important points:• EarlyJobs is a platform initiated by Victaman Services Pvt. Ltd., designed to facilitate freelance recruiters to work remotely. Additionally, it serves as a resource for students pursuing a degree or MBA to get training and internship.• Earljobs headquartered in Bangalore, with a team that is diverse in terms of nationality, gender, age, culture, race, religion, ethnicity as well as time zones. To have such a team work in harmony, it is essential that all team members are tolerant and respectful to each other despite the diversity. Therefore, we are looking forward to having a person who will enjoy being a part of such a vibrant and globally diverse team.","53, HustleHub, 5th Cross Rd, near Sony World Signal, 4th Block, Koramangala, Bengaluru, 560034",5000,10000,"MS Office, Email Writing, Social Media","Internship","On Site",0,"Fixed",2,"Open","Immediate","2024-09-18T06:48:14.000Z","2024-09-19T02:35:13.000Z","info@victaman.com",,"Day Shifts","English, Hindi",0,22,"Post Graduation",2,30,"https://maps.google.com/maps?q=12.9364558%2C77.6267359&z=17&hl=en",0,"53, HustleHub, 5th Cross Rd, near Sony World Signal, 4th Block","Koramangala","Bengaluru","560034","Executive Assistant internship, CEO support internship, Administrative intern, Executive support role, Internship for MBA students, Remote internship opportunities, Calendar management internship, Communication skills internship, Organizational skills internship, Project management intern, Business judgment internship, Professional development internship, Office administration internship, Entry-level executive assistant, Liaison role internship, Intern for senior management, Confidentiality in internships, Dynamic work environment internship, Multitasking internship, Microsoft Office internship, G-suite proficiency internship, Social media management intern, Bangalore internship opportunities, Diverse work culture internship, Community-oriented internship, Results-driven internship, Time management skills internship, Hands-on project experience, Executive outreach internship, Paid internship in administration ","5a0c682d-0fa5-4ec6-8305-53ac167c1bf6","https://earlyjobs-company-logo.s3.ap-south-1.amazonaws.com/earlyjobs.png-1726641389273","Monthly",",INR"
